method,Dice@0.5,Dice@valThr,Prec@valThr,Rec@valThr,ASSD_px,HD95_px,Thr_val,F1@tol1px,F1@tol2px,F1@tol3px,F1@tol5px,seed
B_fixed_sobel_edges,0.030857142857125226,0.17634452495150765,0.10140845070421345,0.6755277560588933,38.61344710095556,84.9685231092597,0.1,0.2066783201375011,0.22496177995170216,0.23914817032379387,0.2622883946323451,99
B_fixed_sobel_edges,0.058553386911562255,0.2132937559630856,0.12399852089237963,0.7621212121206348,30.7204310056085,84.55057356936761,0.1,0.2647555908720632,0.2965721598492009,0.3258357405443436,0.36793401700000733,99
B_fixed_sobel_edges,0.0900500277931684,0.23821765209937099,0.1420645349685878,0.7371212121206537,30.96995875735529,83.81527307120105,0.1,0.29404574709690273,0.3318852533802791,0.3608950577393151,0.4055406817857654,99
B_fixed_sobel_edges,0.0015936254980066984,0.13262518968131523,0.07225529100527905,0.8062730627291397,45.233214516122025,92.65527507918802,0.1,0.1577395898802236,0.1743226438222113,0.18620276825578358,0.2002678171088128,99
B_fixed_sobel_edges,0.02755905511808311,0.047603591907384224,0.024581005586589433,0.7508532423182565,48.400253221688175,93.97127018102888,0.1,0.059916454148236375,0.06819036284291863,0.07754269136567712,0.0981725455929773,99
B_fixed_sobel_edges,0.08313253012043186,0.17979452054792597,0.10196649672249308,0.7594936708853892,30.905676379643396,74.07597260994501,0.1,0.2157057682549206,0.24092716201443748,0.26604925255816836,0.30493827134642026,99
B_fixed_sobel_edges,0.03070175438594247,0.13541522730411282,0.07647885125642633,0.5903614457824212,35.67350655683312,71.6983262631416,0.1,0.160122321865901,0.17426825280192,0.18289704946021484,0.2002808986961275,99
B_fixed_sobel_edges,0.0,0.06213974413045661,0.03249522129098184,0.7083333333310631,41.520079419095104,78.45635526640892,0.1,0.07600043026746296,0.08368554514379982,0.09014321811102963,0.11188228751233094,99
B_fixed_sobel_edges,0.0,0.004629629629628736,0.0023282887077993152,0.3999999999866667,52.23226541174942,96.41550617996559,0.1,0.008865760803977978,0.011946581277899852,0.01616628173915323,0.026421596757368535,99
B_fixed_sobel_edges,0.0,0.029855293221625306,0.01533406352683221,0.5632183908013608,52.29230314381146,98.11625681031293,0.1,0.038238230332080785,0.04403573530414457,0.048847504150163604,0.05685618723571209,99
B_fixed_sobel_edges,0.0,0.026552462526762802,0.0138805970149233,0.30491803278588553,51.925935499984554,93.58632082226046,0.1,0.03252177792330018,0.03531231736875736,0.037999947574494645,0.049490538525230894,99
B_fixed_sobel_edges,0.019448946515381323,0.05114207728773866,0.028957214901573294,0.21867321867295003,29.590452527090584,62.5355811766284,0.1,0.07038043561328029,0.09020341792316015,0.11023233943788777,0.1471626931891831,99
B_fixed_sobel_edges,0.0,0.0838139177239362,0.04808116453461665,0.326347305388733,34.566079458351446,71.36735642179097,0.1,0.11705382465895674,0.15184650569006294,0.1847939548232636,0.2435598617733896,99
B_fixed_sobel_edges,0.05568096313013116,0.2526431415625082,0.15174006267521825,0.7540983606551196,26.807470569456232,64.03319395154033,0.1,0.3129666618969176,0.3580623615555788,0.39611501728765014,0.44876551071741594,99
B_fixed_sobel_edges,0.19877467665064755,0.20277845478915393,0.11599052000556029,0.8054211035810209,24.92797491962276,62.80127387243033,0.1,0.2589883561842086,0.30575344929527387,0.347557221389253,0.4162066678089394,99
B_fixed_sobel_edges,0.24420401854701485,0.20030349013654716,0.11614999323133665,0.7271186440671804,27.221457657520123,63.06742411329808,0.1,0.25964791490862615,0.3086190958750527,0.3516941486247349,0.41054330252460913,99
B_fixed_sobel_edges,0.03235014272118711,0.22586455331408034,0.13749999999996984,0.6320564516122661,41.556023781121176,98.73499633621742,0.1,0.269322036321708,0.29830815338731914,0.32251546251157426,0.35586803648396104,99
B_fixed_sobel_edges,0.05899705014745782,0.2469416067599638,0.15325610519722083,0.6353017521086078,28.95768061492272,84.52100261119924,0.1,0.30114925525465575,0.33717824565846233,0.368699474212413,0.4277627365575364,99
B_fixed_sobel_edges,0.09868421052623463,0.1935892563030288,0.11106265445557333,0.7534516765278566,37.283965392292565,93.63626340028284,0.1,0.24392515548668012,0.27974260537679874,0.3108655614316583,0.36564504603038805,99
B_fixed_sobel_edges,0.039542143600375085,0.14801956761872367,0.08470290771174196,0.5862499999992672,40.55079146542548,98.71499349272347,0.1,0.18594951558595427,0.2107248715824619,0.2353959850351232,0.2745403550139129,99
B_fixed_sobel_edges,0.0,0.0990359333917399,0.05506822612084428,0.4913043478250189,50.84252301490144,97.10509554096052,0.1,0.11501772187253825,0.12873974991581538,0.13857235685970737,0.1512762006939082,99
B_fixed_sobel_edges,0.0,0.019475655430708692,0.009926695174097444,0.5118110236180172,66.63466628818139,115.7117063912111,0.1,0.023514731416206427,0.026224566665898615,0.029491423383514574,0.03510877715979599,99
B_fixed_sobel_edges,0.0,0.14586328584496852,0.08269116775339616,0.6179401993348639,48.2356352891857,101.30967253114339,0.1,0.17310623400056313,0.18705662369598303,0.19868919973931057,0.21952506576757558,99
