method,Dice@0.5,Dice@valThr,Prec@valThr,Rec@valThr,ASSD_px,HD95_px,Thr_val,F1@tol1px,F1@tol2px,F1@tol3px,F1@tol5px,seed
B_fixed_sobel_edges,0.12987012987003618,0.2808828764684441,0.1820069204151829,0.6149649259543142,32.8211352483305,98.79271228182775,0.1,0.3552715687371781,0.40374685027029295,0.44608926563258366,0.5051724134153439,2026
B_fixed_sobel_edges,0.034732272069439414,0.20688833273743212,0.1220129322462578,0.6797180892711984,32.47489898825808,89.00561780022652,0.1,0.26067099356268103,0.3005770760957135,0.3374006210816172,0.3961221956015156,2026
B_fixed_sobel_edges,0.04074889867839166,0.22777282188519893,0.1334649785108452,0.7763513513508268,29.49870083805354,73.35154954983715,0.1,0.2863636669751916,0.3282555656476,0.3678073748063983,0.42123601653883214,2026
B_fixed_sobel_edges,0.03814713896455687,0.2752906257729068,0.17344553529684065,0.6668663870577191,29.36201902175398,78.64222778061622,0.1,0.32965055395292864,0.36669751153869534,0.39859067911824475,0.4412960057119893,2026
B_fixed_sobel_edges,0.13134851138342263,0.12716615698265454,0.06873278236913653,0.8486394557808696,47.38335270509134,95.22603121270971,0.1,0.1487894179726501,0.1596958173435079,0.16527672463984608,0.17656662045934177,2026
B_fixed_sobel_edges,0.1981809478218295,0.17956903431761975,0.10122595883476534,0.7943512797874719,40.11338803477685,89.12014210077558,0.1,0.22872814039772518,0.26555335681624703,0.2980474729469134,0.34969837558142924,2026
B_fixed_sobel_edges,0.14035087719289754,0.21521572632113667,0.12397058823527587,0.815280464215846,33.73575187051369,81.04597454889442,0.1,0.27337468463860765,0.317566770601931,0.35907335877864677,0.42373667096863904,2026
B_fixed_sobel_edges,0.08433734939751779,0.3180368098158729,0.21744966442945723,0.5917808219172678,27.948310295371122,76.39437099047333,0.1,0.4091283172919898,0.4770178370512563,0.5274448634163427,0.5765464528972246,2026
B_fixed_sobel_edges,0.08583690987117096,0.34294786980673647,0.24324324324315194,0.58116591928199,23.32607608260572,72.11102550927978,0.1,0.43930358331793434,0.5044430545896432,0.5414740262690776,0.5750200584292638,2026
B_fixed_sobel_edges,0.09803921568621797,0.17921049037014353,0.10567010309276648,0.589398023359758,34.59368495683056,82.0,0.1,0.23365754786492615,0.2877378680883652,0.34153325845308363,0.40677531085252816,2026
B_fixed_sobel_edges,0.15740329035119724,0.19918651946540392,0.12038207613427161,0.5767160161503522,25.17085457195457,67.37505624946866,0.1,0.24890522658992553,0.2870203448372237,0.3292634215121664,0.4006722161629512,2026
B_fixed_sobel_edges,0.1763995167135818,0.23489069867121357,0.14109165808443086,0.700767263426662,25.10971476176205,64.32728814430156,0.1,0.2914386480571723,0.33134652633815403,0.3701553494360627,0.4291203232220002,2026
B_fixed_sobel_edges,0.10254200775523371,0.22485207100589155,0.1349173835859436,0.6744027303749662,28.00506278277782,70.0,0.1,0.2772287124133102,0.31888119966663475,0.3546692836962329,0.39951917791207764,2026
B_fixed_sobel_edges,0.0,0.10825635103924534,0.06802104117539125,0.26501766784433567,35.073682547362196,75.69544166148079,0.1,0.13939564395625795,0.1608048894766083,0.18038555543654702,0.2029238609979101,2026
B_fixed_sobel_edges,0.03896103896101366,0.21744502100318538,0.13112799880790774,0.6362979031087228,34.01185312758949,82.75717388154874,0.1,0.28476559921170747,0.33739590602115727,0.38192736748218,0.4458082442111063,2026
B_fixed_sobel_edges,0.0,0.17522743177044434,0.10360807679574584,0.5675430643693857,28.809379747738344,77.1621668954417,0.1,0.22468247666389413,0.2531621262903239,0.27893923051037256,0.33232128042939824,2026
B_fixed_sobel_edges,0.0,0.23663971603229408,0.15894039735095128,0.46296296296260575,30.145376494564935,78.26237921249263,0.1,0.28195287205811154,0.30529531241435226,0.3288388863872497,0.3774634691538338,2026
B_fixed_sobel_edges,0.0,0.06015986537651237,0.03184855233852297,0.5416666666646149,51.05036404012018,95.70788891204319,0.1,0.07026590636932557,0.07354141555634557,0.07621921085581872,0.08242579535122047,2026
B_fixed_sobel_edges,0.21601016518410673,0.21246761164453398,0.12373513225632456,0.7510775862060872,44.24452859417914,97.52178970546777,0.1,0.24499638593301026,0.2576192293717009,0.26958972998538394,0.29509685204859476,2026
B_fixed_sobel_edges,0.07303712720628543,0.09224814536070398,0.052101044449835786,0.4020618556697263,36.01021758703149,89.26925562588724,0.1,0.12330317787778364,0.15176882950160345,0.1785342884925225,0.22303972577571649,2026
B_fixed_sobel_edges,0.014925373134320933,0.15104166666665153,0.08517849073654708,0.6660777385153127,34.75616796759486,82.76472678623425,0.1,0.19226783718645182,0.22319945344592362,0.2546551875807854,0.30660081799376726,2026
B_fixed_sobel_edges,0.01640926640925849,0.13362437126315518,0.074450084602361,0.6512488436626723,39.52412617179114,89.00084267003398,0.1,0.16383730215255146,0.18661949450923468,0.20492534318731984,0.23115136809473238,2026
B_fixed_sobel_edges,0.004728132387701267,0.13732993197275992,0.08095238095236067,0.4523809523803188,45.87908939813915,101.68677214201752,0.1,0.17336956955224161,0.19648712531902912,0.21079279600383447,0.23675754667774282,2026
B_fixed_sobel_edges,0.019938650306733176,0.18983851910197128,0.12236608276209131,0.42317822651411485,25.789601733579307,85.14693182963201,0.1,0.23255440168525496,0.2559174111379245,0.2822524488483554,0.33181129213836263,2026
B_fixed_sobel_edges,0.012224938875298151,0.13191042687191534,0.08745070749244085,0.26832740213504036,30.290379436018345,79.98341571309282,0.1,0.19049891387963463,0.23756468845968579,0.28038992793409234,0.3445435300130511,2026
B_fixed_sobel_edges,0.004206098843320607,0.21060050747107265,0.13077731092434683,0.5405209840806509,26.879165584188247,72.05206242035851,0.1,0.263584329846957,0.2954371282283194,0.32252185838512865,0.35570009969025884,2026
B_fixed_sobel_edges,0.0,0.04903846153844975,0.02675059008653901,0.29394812680030563,45.62244981396204,83.72601573074763,0.1,0.050849451249259624,0.051408221791865064,0.05169055651165111,0.05196022659257321,2026
B_fixed_sobel_edges,0.10536585365843379,0.26303968055895605,0.17307060755330933,0.5478170478164783,25.557801254063314,80.65977932030313,0.1,0.3357765745606168,0.3912307752120373,0.4392480163066055,0.501214557512763,2026
B_fixed_sobel_edges,0.14708691499515422,0.2479665860628437,0.14956245027842088,0.724935732647349,20.15222860654898,62.0,0.1,0.3102516204231375,0.3578995701884301,0.3988449260888344,0.47142278034488777,2026
B_fixed_sobel_edges,0.045548654244282845,0.24173825164221913,0.14294251225049084,0.7827225130884929,23.520323027315282,62.36304989178174,0.1,0.2999933741050105,0.338586076964925,0.3726046330722559,0.4256279985358655,2026
B_fixed_sobel_edges,0.012364760432747505,0.08139183055974562,0.04341510652032869,0.6497584541047108,32.39118363352094,67.47592163134935,0.1,0.10430759310930261,0.12365603858646138,0.14488476149528642,0.19174084325280574,2026
B_fixed_sobel_edges,0.0,0.02751719824890126,0.013997136949258152,0.8073394495338776,60.067767623379176,112.79270909774749,0.1,0.03377110690832514,0.035619434428368645,0.037765293346206284,0.040822686155072896,2026
B_fixed_sobel_edges,0.05119735755569678,0.09358453392438201,0.04941482444732777,0.8816705336406458,35.20077507421737,70.83078426785913,0.1,0.11282378237852368,0.124847598029706,0.13190817429677248,0.15543295740037555,2026
